Order Date,Ship Mode,Segment,Country,Market,Category,Sub Category,Product Name,Quantity,Sales,Discount,Profit,Shipping Cost,Year
2013-05-30,Standard Class,Corporate,Italy,EU,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",2,10,0.0,2.34,0.51,2013
2013-06-05,Standard Class,Corporate,Morocco,Africa,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",2,62,0.0,17.22,4.0,2013
2013-06-18,Standard Class,Corporate,India,APAC,Office Supplies,Binders,"Ibico Index Tab, Clear",2,17,0.0,0.66,1.14,2013
2013-07-01,Standard Class,Corporate,Brazil,LATAM,Office Supplies,Binders,"Cardinal Binder Covers, Recycled",2,16,0.0,2.28,0.362,2013
2013-08-09,Standard Class,Corporate,Iran,EMEA,Office Supplies,Binders,"Cardinal Index Tab, Economy",2,18,0.0,8.04,0.88,2013
2013-08-09,Standard Class,Corporate,Brazil,LATAM,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",2,38,0.0,3.0,4.293,2013
2013-09-06,Standard Class,Corporate,Poland,EMEA,Office Supplies,Binders,"Cardinal Binding Machine, Durable",2,103,0.0,35.88,6.79,2013
2013-09-20,Standard Class,Corporate,Mexico,LATAM,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",2,5,0.0,1.8,0.338,2013
2013-09-23,Standard Class,Corporate,Afghanistan,APAC,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",2,56,0.0,7.8,5.11,2013
2013-10-21,Standard Class,Corporate,South Africa,Africa,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",2,13,0.0,4.98,0.93,2013
2013-11-30,Standard Class,Corporate,China,APAC,Office Supplies,Binders,"Avery Binding Machine, Clear",2,97,0.0,9.66,6.2,2013
2013-12-02,Standard Class,Corporate,Saudi Arabia,EMEA,Office Supplies,Binders,"Avery Binder, Durable",2,29,0.0,1.44,1.32,2013
2013-12-12,Standard Class,Corporate,Canada,Canada,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",2,100,0.0,21.0,8.28,2013
2013-12-24,Standard Class,Corporate,Iran,EMEA,Office Supplies,Binders,"Wilson Jones Binder, Durable",2,29,0.0,1.14,1.73,2013
2013-12-30,Standard Class,Corporate,India,APAC,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",2,57,0.0,23.7,2.77,2013
2014-02-15,Standard Class,Corporate,Gabon,Africa,Office Supplies,Binders,"Acco Binder Covers, Durable",2,30,0.0,13.32,2.07,2014
2014-02-19,Standard Class,Corporate,Brazil,LATAM,Office Supplies,Binders,"Acco 3-Hole Punch, Clear",2,39,0.0,6.68,3.535,2014
2014-04-01,Standard Class,Corporate,Moldova,EMEA,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",2,13,0.0,3.3,0.98,2014
2014-06-09,Standard Class,Corporate,Brazil,LATAM,Office Supplies,Binders,"Avery Binder Covers, Recycled",2,15,0.0,7.16,1.047,2014
2014-06-10,Standard Class,Corporate,Spain,EU,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",2,16,0.0,7.62,0.74,2014
2014-06-21,Standard Class,Corporate,Ukraine,EMEA,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",2,14,0.0,6.84,1.55,2014
2014-07-11,Standard Class,Corporate,New Zealand,APAC,Office Supplies,Binders,"Acco Index Tab, Clear",2,17,0.0,2.04,0.69,2014
2014-07-21,Standard Class,Corporate,Morocco,Africa,Office Supplies,Binders,"Acco 3-Hole Punch, Clear",2,59,0.0,10.02,5.1,2014
2014-07-22,Standard Class,Corporate,Mexico,LATAM,Office Supplies,Binders,"Ibico Index Tab, Durable",2,12,0.0,1.6,0.695,2014
2014-08-02,Standard Class,Corporate,United Kingdom,EU,Office Supplies,Binders,"Ibico Index Tab, Economy",2,21,0.0,7.02,1.24,2014
2014-09-04,Standard Class,Corporate,India,APAC,Office Supplies,Binders,"Cardinal Binding Machine, Durable",2,103,0.0,18.42,12.95,2014
2014-10-10,Standard Class,Corporate,Iran,EMEA,Office Supplies,Binders,"Ibico Binder Covers, Clear",2,26,0.0,1.8,2.68,2014
2014-10-16,Standard Class,Corporate,Mexico,LATAM,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",2,39,0.0,10.96,1.926,2014
2014-10-17,Standard Class,Corporate,Malaysia,APAC,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",2,12,0.0,1.98,0.84,2014
2014-11-14,Standard Class,Corporate,Morocco,Africa,Office Supplies,Binders,"Avery Index Tab, Clear",2,12,0.0,3.12,0.77,2014
2014-11-17,Standard Class,Corporate,Mexico,LATAM,Office Supplies,Binders,"Acco Binder Covers, Durable",2,20,0.0,2.56,1.405,2014
2014-11-18,Standard Class,Corporate,Ghana,Africa,Office Supplies,Binders,"Avery Binding Machine, Clear",2,97,0.0,11.58,5.15,2014
2014-11-20,Standard Class,Corporate,Italy,EU,Office Supplies,Binders,"Cardinal Binding Machine, Durable",2,103,0.0,35.88,2.51,2014
2014-11-26,Standard Class,Corporate,China,APAC,Office Supplies,Binders,"Wilson Jones Binder, Clear",2,25,0.0,2.22,1.13,2014
2014-12-05,Standard Class,Corporate,Mexico,LATAM,Office Supplies,Binders,"Avery Binder, Clear",2,16,0.0,3.44,0.847,2014
2014-12-10,Standard Class,Corporate,Romania,EMEA,Office Supplies,Binders,"Cardinal Index Tab, Economy",2,18,0.0,8.04,1.0,2014
2014-12-25,Standard Class,Corporate,Canada,Canada,Office Supplies,Binders,"Cardinal Index Tab, Clear",2,13,0.0,5.64,1.11,2014
2011-01-14,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Cardinal Binder Covers, Recycled",8,66,0.0,9.12,3.614,2011
2011-03-11,Standard Class,Corporate,Guatemala,LATAM,Office Supplies,Binders,"Acco Hole Reinforcements, Economy",3,13,0.0,2.22,0.812,2011
2011-03-11,Standard Class,Corporate,Guatemala,LATAM,Office Supplies,Binders,"Cardinal Index Tab, Economy",3,18,0.0,5.58,1.413,2011
2011-11-26,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Acco Index Tab, Clear",4,23,0.0,6.16,0.759,2011
2012-08-08,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Acco Index Tab, Economy",4,27,0.0,4.8,3.209,2012
2012-10-19,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Wilson Jones Index Tab, Clear",2,8,0.0,1.56,0.707,2012
2012-12-10,Standard Class,Corporate,Guatemala,LATAM,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",4,82,0.0,27.92,5.026,2012
2012-12-26,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Wilson Jones Binder Covers, Durable",2,17,0.0,7.6,1.397,2012
2013-05-10,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Acco 3-Hole Punch, Durable",5,105,0.0,15.8,5.898,2013
2013-05-10,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Avery Binding Machine, Durable",3,101,0.0,14.04,2.607,2013
2013-06-11,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",4,14,0.0,0.4,1.188,2013
2013-11-25,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",1,33,0.0,2.3,2.213,2013
2013-12-05,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Ibico Binder Covers, Clear",2,17,0.0,4.88,1.324,2013
2014-01-02,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled",7,54,0.0,3.22,2.122,2014
2014-04-10,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Cardinal Binder Covers, Clear",5,38,0.0,4.9,1.745,2014
2014-05-07,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Avery Index Tab, Clear",3,13,0.0,0.72,0.515,2014
2014-08-28,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Avery Binding Machine, Clear",4,129,0.0,1.28,10.091,2014
2014-09-09,Standard Class,Corporate,El Salvador,LATAM,Office Supplies,Binders,"Ibico Binder, Clear",10,100,0.0,35.8,2.846,2014
2014-11-05,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Ibico Binder Covers, Durable",3,30,0.0,2.1,2.396,2014
2014-11-05,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Ibico Binding Machine, Economy",7,240,0.0,91.14,18.012,2014
2014-11-11,Standard Class,Corporate,Nicaragua,LATAM,Office Supplies,Binders,"Ibico Binder, Recycled",3,32,0.0,12.3,2.476,2014
2014-11-22,Standard Class,Corporate,Guatemala,LATAM,Office Supplies,Binders,"Avery Binding Machine, Recycled",5,164,0.0,36.0,15.564,2014
2011-01-12,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Index Tab, Clear",2,17,0.0,6.18,2.08,2011
2011-01-22,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Binding Machine, Clear",4,202,0.0,22.2,18.96,2011
2011-01-24,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Avery Binder Covers, Recycled",1,11,0.0,4.11,0.62,2011
2011-01-25,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Cardinal Binder, Clear",10,133,0.0,3.9,8.94,2011
2011-02-08,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",5,160,0.0,59.1,14.79,2011
2011-02-24,Standard Class,Corporate,Belgium,EU,Office Supplies,Binders,"Acco Binding Machine, Recycled",6,309,0.0,77.04,13.8,2011
2011-04-05,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Binding Machine, Economy",10,498,0.0,139.2,35.26,2011
2011-04-18,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Acco Hole Reinforcements, Clear",5,31,0.0,1.2,2.68,2011
2011-07-14,Standard Class,Corporate,Belgium,EU,Office Supplies,Binders,"Acco Binder, Recycled",4,62,0.0,1.8,5.71,2011
2011-09-06,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Binder Covers, Economy",3,33,0.0,10.26,1.0,2011
2011-09-22,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",8,239,0.0,95.52,16.28,2011
2011-12-08,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Index Tab, Economy",5,50,0.0,23.1,3.0,2011
2011-12-08,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Binder, Durable",3,46,0.0,2.25,3.38,2011
2011-12-15,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Binding Machine, Recycled",2,104,0.0,18.6,1.07,2011
2012-01-12,Standard Class,Corporate,Austria,EU,Office Supplies,Binders,"Acco Index Tab, Clear",2,17,0.0,2.7,0.16,2012
2012-01-25,Standard Class,Corporate,Austria,EU,Office Supplies,Binders,"Ibico Binding Machine, Recycled",7,362,0.0,65.1,13.28,2012
2012-01-30,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Index Tab, Clear",4,27,0.0,11.28,1.07,2012
2012-03-23,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Binder Covers, Durable",2,30,0.0,13.32,2.08,2012
2012-05-17,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Index Tab, Clear",7,62,0.0,11.13,4.73,2012
2012-06-19,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",2,13,0.0,4.98,0.74,2012
2012-06-21,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",5,144,0.0,64.8,7.41,2012
2012-08-03,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Binder, Economy",2,28,0.0,10.2,3.62,2012
2012-08-04,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Binder, Recycled",5,79,0.0,6.3,5.78,2012
2012-08-06,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Binder Covers, Durable",8,119,0.0,53.28,5.86,2012
2012-10-17,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",3,90,0.0,35.82,3.38,2012
2012-10-27,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Wilson Jones Index Tab, Durable",2,16,0.0,0.3,1.35,2012
2012-12-24,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Binder Covers, Economy",4,48,0.0,1.92,3.08,2012
2013-01-03,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",4,27,0.0,5.64,1.75,2013
2013-02-01,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",4,202,0.0,3.96,10.35,2013
2013-02-11,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Avery Index Tab, Durable",2,13,0.0,3.42,1.37,2013
2013-02-11,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",3,145,0.0,43.56,16.92,2013
2013-02-18,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",14,56,0.0,5.88,2.91,2013
2013-03-02,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Index Tab, Economy",5,44,0.0,20.1,4.2,2013
2013-03-15,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Binding Machine, Recycled",7,344,0.0,148.05,30.94,2013
2013-04-15,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Index Tab, Clear",7,41,0.0,10.92,3.79,2013
2013-05-15,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Index Tab, Clear",2,17,0.0,6.18,0.96,2013
2013-05-22,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Index Tab, Durable",3,27,0.0,5.85,1.11,2013
2013-05-22,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Index Tab, Clear",4,27,0.0,11.28,1.6,2013
2013-05-22,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",2,101,0.0,1.98,6.24,2013
2013-06-13,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",1,49,0.0,5.4,4.16,2013
2013-06-25,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Binder Covers, Economy",4,44,0.0,13.68,1.99,2013
2013-06-27,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Binding Machine, Clear",2,98,0.0,39.36,11.11,2013
2013-07-03,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Binder Covers, Clear",4,52,0.0,3.6,3.8,2013
2013-07-19,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Binder, Clear",8,99,0.0,9.84,7.64,2013
2013-07-24,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Binder, Clear",2,29,0.0,9.6,0.89,2013
2013-08-08,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Binder, Clear",2,29,0.0,9.6,2.72,2013
2013-08-08,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Binder Covers, Recycled",2,28,0.0,10.32,2.13,2013
2013-08-09,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Avery 3-Hole Punch, Economy",9,251,0.0,125.28,12.95,2013
2013-08-16,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Avery Binder, Economy",2,26,0.0,10.02,2.19,2013
2013-08-25,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Cardinal Binder, Recycled",2,28,0.0,5.94,2.48,2013
2013-08-25,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy",2,22,0.0,5.76,1.01,2013
2013-09-24,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",4,16,0.0,1.68,0.35,2013
2013-09-27,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",3,24,0.0,11.43,2.02,2013
2014-01-17,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",3,24,0.0,11.43,1.28,2014
2014-01-22,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",2,8,0.0,0.84,0.58,2014
2014-01-26,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",2,14,0.0,7.02,0.57,2014
2014-01-26,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",3,21,0.0,4.23,1.5,2014
2014-03-24,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",9,36,0.0,3.78,2.13,2014
2014-03-31,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Avery Binder, Economy",6,77,0.0,30.06,3.85,2014
2014-04-02,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",7,51,0.0,15.75,4.13,2014
2014-04-11,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Binder Covers, Clear",3,39,0.0,2.7,4.02,2014
2014-04-28,Standard Class,Corporate,Austria,EU,Office Supplies,Binders,"Acco 3-Hole Punch, Clear",3,89,0.0,15.03,6.55,2014
2014-04-30,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Cardinal Binding Machine, Economy",8,398,0.0,111.36,15.82,2014
2014-05-21,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",5,140,0.0,46.05,4.58,2014
2014-05-30,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Binding Machine, Durable",4,210,0.0,50.4,15.13,2014
2014-05-30,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Binding Machine, Durable",3,154,0.0,53.82,9.5,2014
2014-05-30,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Binding Machine, Durable",1,53,0.0,24.33,3.85,2014
2014-05-30,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Hole Reinforcements, Clear",4,26,0.0,9.96,3.2,2014
2014-06-12,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Hole Reinforcements, Durable",3,24,0.0,11.43,1.55,2014
2014-06-12,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico Binding Machine, Economy",3,154,0.0,13.86,8.1,2014
2014-06-17,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",5,146,0.0,42.15,6.9,2014
2014-06-26,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Binding Machine, Durable",5,265,0.0,121.65,24.03,2014
2014-06-26,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",2,14,0.0,6.84,1.02,2014
2014-06-27,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",6,185,0.0,51.66,14.19,2014
2014-06-30,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico 3-Hole Punch, Economy",2,61,0.0,30.42,6.01,2014
2014-07-01,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Acco Binder Covers, Clear",12,153,0.0,65.88,14.35,2014
2014-07-01,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",1,5,0.0,2.19,0.23,2014
2014-08-11,Standard Class,Corporate,Belgium,EU,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",1,5,0.0,1.17,0.51,2014
2014-08-12,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Acco Binding Machine, Durable",9,473,0.0,113.4,6.74,2014
2014-08-12,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",4,118,0.0,24.72,3.35,2014
2014-08-13,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Hole Reinforcements, Clear",3,18,0.0,0.72,1.17,2014
2014-08-13,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",8,233,0.0,67.44,14.09,2014
2014-08-21,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Binder Covers, Durable",2,25,0.0,3.24,1.74,2014
2014-08-21,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Binder, Clear",2,25,0.0,2.46,1.93,2014
2014-08-21,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Binder, Durable",5,73,0.0,2.85,7.09,2014
2014-09-02,Standard Class,Corporate,Austria,EU,Office Supplies,Binders,"Wilson Jones Binder, Clear",3,37,0.0,2.97,2.42,2014
2014-09-02,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Index Tab, Economy",7,71,0.0,32.34,2.95,2014
2014-09-11,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",5,245,0.0,88.05,21.62,2014
2014-09-16,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Wilson Jones Index Tab, Clear",3,18,0.0,1.53,1.11,2014
2014-09-17,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Acco Binder Covers, Recycled",4,55,0.0,16.32,3.55,2014
2014-11-14,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Ibico Binding Machine, Economy",3,154,0.0,13.86,16.31,2014
2014-11-17,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Cardinal Index Tab, Economy",2,18,0.0,8.04,1.14,2014
2014-11-21,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Binder, Clear",2,25,0.0,2.46,1.03,2014
2014-11-21,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal Binder, Economy",7,97,0.0,35.7,4.65,2014
2014-12-01,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Avery Binder, Clear",7,87,0.0,8.61,4.85,2014
2014-12-03,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Avery Index Tab, Clear",3,17,0.0,4.68,1.14,2014
2014-12-08,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",3,96,0.0,35.46,4.47,2014
2014-12-09,Standard Class,Corporate,Belgium,EU,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",3,84,0.0,27.63,8.53,2014
2014-12-19,Standard Class,Corporate,France,EU,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",7,212,0.0,97.44,12.45,2014
2014-12-25,Standard Class,Corporate,Germany,EU,Office Supplies,Binders,"Acco Binding Machine, Economy",8,409,0.0,118.32,25.6,2014
2011-01-24,Standard Class,Consumer,New Zealand,APAC,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window",14,420,0.0,147.0,20.03,2011
2011-01-27,Standard Class,Consumer,China,APAC,Office Supplies,Envelopes,"Kraft Business Envelopes, Set of 50",2,40,0.0,15.18,2.6,2011
2011-01-31,Standard Class,Consumer,Morocco,Africa,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Security-Tint",1,24,0.0,2.85,2.12,2011
2011-03-07,Standard Class,Consumer,Guatemala,LATAM,Office Supplies,Envelopes,"Cameo Clasp Envelope, Security-Tint",2,16,0.0,2.04,1.045,2011
2011-03-18,Standard Class,Consumer,India,APAC,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",3,49,0.0,6.39,3.09,2011
2011-04-12,Standard Class,Consumer,Cuba,LATAM,Office Supplies,Envelopes,"Ames Interoffice Envelope, Security-Tint",7,222,0.0,84.14,17.302,2011
2011-04-22,Standard Class,Consumer,Cuba,LATAM,Office Supplies,Envelopes,"Ames Manila Envelope, Recycled",2,31,0.0,5.32,1.447,2011
2011-05-03,Standard Class,Consumer,China,APAC,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",3,49,0.0,6.39,5.85,2011
2011-05-03,Standard Class,Consumer,Mexico,LATAM,Office Supplies,Envelopes,"Kraft Mailers, Set of 50",7,176,0.0,50.82,8.301,2011
2011-05-12,Standard Class,Consumer,Taiwan,APAC,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Security-Tint",2,48,0.0,18.06,3.86,2011
2011-05-19,Standard Class,Consumer,Brazil,LATAM,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Set of 50",2,64,0.0,12.72,6.552,2011
2011-05-25,Standard Class,Consumer,South Africa,Africa,Office Supplies,Envelopes,"Kraft Manila Envelope, Security-Tint",4,116,0.0,9.24,11.24,2011
2011-05-27,Standard Class,Consumer,Mexico,LATAM,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Set of 50",2,63,0.0,24.0,3.694,2011
2011-06-07,Standard Class,Consumer,Mexico,LATAM,Office Supplies,Envelopes,"Cameo Peel and Seal, Set of 50",3,42,0.0,2.52,2.967,2011
2011-06-08,Standard Class,Consumer,France,EU,Office Supplies,Envelopes,"Jiffy Clasp Envelope, with clear poly window",2,24,0.0,6.72,1.41,2011
2011-06-09,Standard Class,Consumer,Brazil,LATAM,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, with clear poly window",4,36,0.0,17.2,0.908,2011
2011-06-27,Standard Class,Consumer,Brazil,LATAM,Office Supplies,Envelopes,"Jiffy Manila Envelope, Set of 50",8,139,0.0,56.8,12.902,2011
2011-06-29,Standard Class,Consumer,Brazil,LATAM,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",3,77,0.0,20.04,4.706,2011
2011-07-29,Standard Class,Consumer,India,APAC,Office Supplies,Envelopes,"Ames Business Envelopes, Recycled",1,17,0.0,7.32,2.04,2011
2011-08-02,Standard Class,Consumer,Mexico,LATAM,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",2,62,0.0,29.8,2.876,2011
2011-08-04,Standard Class,Consumer,Saudi Arabia,EMEA,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, with clear poly window",8,247,0.0,76.56,18.62,2011
2011-08-05,Standard Class,Consumer,Iran,EMEA,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled",1,46,0.0,19.41,2.34,2011
2011-08-12,Standard Class,Consumer,United Kingdom,EU,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Set of 50",4,190,0.0,68.28,2.87,2011
2011-09-02,Standard Class,Consumer,India,APAC,Office Supplies,Envelopes,"Ames Interoffice Envelope, Recycled",3,132,0.0,0.0,8.72,2011
2011-09-05,Standard Class,Consumer,India,APAC,Office Supplies,Envelopes,"Jiffy Mailers, Recycled",2,72,0.0,10.74,8.46,2011
2011-09-05,Standard Class,Consumer,France,EU,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Set of 50",6,104,0.0,28.08,7.37,2011
2011-09-17,Standard Class,Consumer,China,APAC,Office Supplies,Envelopes,"Ames Peel and Seal, Security-Tint",6,127,0.0,23.94,11.42,2011
2011-09-27,Standard Class,Consumer,United Kingdom,EU,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Security-Tint",3,149,0.0,14.94,15.04,2011
2011-10-08,Standard Class,Consumer,Bangladesh,APAC,Office Supplies,Envelopes,"GlobeWeis Mailers, with clear poly window",2,84,0.0,16.8,2.82,2011
2011-10-19,Standard Class,Consumer,United Kingdom,EU,Office Supplies,Envelopes,"Cameo Business Envelopes, Security-Tint",2,34,0.0,12.18,2.2,2011
2011-11-02,Standard Class,Consumer,Italy,EU,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window",8,178,0.0,81.6,10.33,2011
